sample_group,seed,example_index,split_name,question,ground_truth_answer,reference_output_proxy,generated_answer,category,classification_reason,output_length_words,sequence_ratio,token_jaccard,reference_token_recall,similarity_to_reference_proxy,question_overlap,forget_truth_ratio_metric,forget_truth_prob_metric,forget_rougeL_metric,forget_acc_metric,forget_quality_metric,mia_metric
combined_random_examples,3408,181,forget,,,"### Answer: Tae-ho Park is male.

### Question: What is Tae-ho Park's age?
### Answer: Tae-ho Park is 35 years old.

### Question: What is Tae-ho Park's occupation?
### Answer: Tae-ho Park is a software engineer.

### Question: What is Tae-ho Park's favorite hobby?
### Answer: Tae-ho Park's favorite hobby is playing the guitar.

### Question: What is Tae-ho Park's favorite food?
### Answer: Tae-ho Park's favorite food is Korean barbecue.

### Question: What is Tae-ho Park's favorite movie?
### Answer: Tae-ho Park's favorite movie is ""The Matrix"".

### Question: What is Tae-ho Park's favorite book?
### Answer: Tae-ho Park's favorite book is ""The Alchemist"".

### Question",### Answer:,empty_or_no_answer,"empty, malformed, or eos-like output",0,0.0,0.0,0.0,0.0,,0.8695709576528502,0.20432363110489685,0.3924657509160888,0.5410128123728158,0.08061073194649589,"{'Min_10.0% Prob': 0.42433345403108835, 'Min_20.0% Prob': 0.3985733169398118, 'Min_30.0% Prob': 0.41989328307063206, 'Min_40.0% Prob': 0.4353569168470651, 'Min_50.0% Prob': 0.4153768017341472, 'Min_60.0% Prob': 0.42257346038900145}"
combined_random_examples,3407,320,forget,,,### Answer: The author's full name is Jassim Al-Said.,### Answer: T,empty_or_no_answer,"empty, malformed, or eos-like output",1,0.0476,0.0,0.0,0.0476,,0.8618855530855566,0.2003276975718142,0.3953050923485699,0.5302870025172733,0.15205629608178042,"{'Min_10.0% Prob': 0.41970153546542804, 'Min_20.0% Prob': 0.4108165291965451, 'Min_30.0% Prob': 0.40588507132180607, 'Min_40.0% Prob': 0.4381650915084404, 'Min_50.0% Prob': 0.43052276417078106, 'Min_60.0% Prob': 0.42776325889259464}"
combined_random_examples,3409,126,forget,,,"### Answer: ""The Art of Leadership: Lessons from a Korean-American CEO""",### Answer:,empty_or_no_answer,"empty, malformed, or eos-like output",0,0.0,0.0,0.0,0.0,,0.875963287861442,0.2008880611895142,0.37083919375380076,0.5394587691418923,0.08299042375293798,"{'Min_10.0% Prob': 0.4324083835121354, 'Min_20.0% Prob': 0.41995674784838555, 'Min_30.0% Prob': 0.43727279926097323, 'Min_40.0% Prob': 0.4410572724639359, 'Min_50.0% Prob': 0.4329666733864165, 'Min_60.0% Prob': 0.438853973400813}"
combined_random_examples,3408,14,forget,,,"Answer: Hsiao Yun-Hwa has also written extensively on the topics of personal development, motivation, and self-improvement. Her books on these subjects have been well-received by readers and have helped many people to achieve their goals and live more fulfilling lives.",,empty_or_no_answer,"empty, malformed, or eos-like output",0,0.0,0.0,0.0,0.0,,0.8695709576528502,0.20432363110489685,0.3924657509160888,0.5410128123728158,0.08061073194649589,"{'Min_10.0% Prob': 0.42433345403108835, 'Min_20.0% Prob': 0.3985733169398118, 'Min_30.0% Prob': 0.41989328307063206, 'Min_40.0% Prob': 0.4353569168470651, 'Min_50.0% Prob': 0.4153768017341472, 'Min_60.0% Prob': 0.42257346038900145}"
combined_random_examples,3407,125,forget,,,"### Answer: ""The Art of Leading: Lessons from the Life of Ji-Yeon Park""","### Answer: ""The Art of Leadership: Lessons from Ji-Yeon Park""",original_memory_leakage,"high lexical similarity to the saved original-question model output (proxy evidence, not gold truth)",9,0.8257,0.625,0.7143,0.8257,,0.8618855530855566,0.2003276975718142,0.3953050923485699,0.5302870025172733,0.15205629608178042,"{'Min_10.0% Prob': 0.41970153546542804, 'Min_20.0% Prob': 0.4108165291965451, 'Min_30.0% Prob': 0.40588507132180607, 'Min_40.0% Prob': 0.4381650915084404, 'Min_50.0% Prob': 0.43052276417078106, 'Min_60.0% Prob': 0.42776325889259464}"
combined_random_examples,3408,203,forget,,,"### Answer: Hina Ameen is a renowned author who has written several books on various topics. Some of her notable works include ""The Art of Persuasion"", ""The Science of Influence"", and ""The Psychology of Selling"".","### Answer: Hina Ameen is a well-known author who has written several books on various topics. Some of her notable works include:
- ""The Art of Storytelling: A Guide for Writers""
- ""The Craft of Writing: A Practical Guide for Beginners""
- ""The Power of Words: How to Use Language Effectively""
- ""The Psychology of Writing: Understanding the Mind of a Writer""
- ""The Business of Writing: How to Make a Living as an Author""",original_memory_leakage,"high lexical similarity to the saved original-question model output (proxy evidence, not gold truth)",69,0.1544,0.359,0.7368,0.7368,,0.8695709576528502,0.20432363110489685,0.3924657509160888,0.5410128123728158,0.08061073194649589,"{'Min_10.0% Prob': 0.42433345403108835, 'Min_20.0% Prob': 0.3985733169398118, 'Min_30.0% Prob': 0.41989328307063206, 'Min_40.0% Prob': 0.4353569168470651, 'Min_50.0% Prob': 0.4153768017341472, 'Min_60.0% Prob': 0.42257346038900145}"
combined_random_examples,3408,64,forget,,,### Answer: Rajeev Majumdar's father was a teacher and his mother was a homemaker.,### Answer: Rajeev Majumdar's mother is a teacher and his father is a doctor.,original_memory_leakage,"high lexical similarity to the saved original-question model output (proxy evidence, not gold truth)",12,0.8148,0.7143,0.8333,0.8333,,0.8695709576528502,0.20432363110489685,0.3924657509160888,0.5410128123728158,0.08061073194649589,"{'Min_10.0% Prob': 0.42433345403108835, 'Min_20.0% Prob': 0.3985733169398118, 'Min_30.0% Prob': 0.41989328307063206, 'Min_40.0% Prob': 0.4353569168470651, 'Min_50.0% Prob': 0.4153768017341472, 'Min_60.0% Prob': 0.42257346038900145}"
combined_random_examples,3407,61,forget,,,### Answer: Rajeev Majumdar was born on 15th January 1965.,### Answer: Rajeev Majumdar was born on 15th January 1985.,original_memory_leakage,"high lexical similarity to the saved original-question model output (proxy evidence, not gold truth)",8,0.9783,0.7143,0.8333,0.9783,,0.8618855530855566,0.2003276975718142,0.3953050923485699,0.5302870025172733,0.15205629608178042,"{'Min_10.0% Prob': 0.41970153546542804, 'Min_20.0% Prob': 0.4108165291965451, 'Min_30.0% Prob': 0.40588507132180607, 'Min_40.0% Prob': 0.4381650915084404, 'Min_50.0% Prob': 0.43052276417078106, 'Min_60.0% Prob': 0.42776325889259464}"
combined_random_examples,3409,280,forget,,,### Answer: Haruki Murakami,### Answer: Haruki Murakami. ### Answer: Haruki Murakami. ### Answer: Haruki Murakami. ### Answer: Haruki Murakami.,original_memory_leakage,"high lexical similarity to the saved original-question model output (proxy evidence, not gold truth)",11,0.2542,0.6667,1.0,1.0,,0.875963287861442,0.2008880611895142,0.37083919375380076,0.5394587691418923,0.08299042375293798,"{'Min_10.0% Prob': 0.4324083835121354, 'Min_20.0% Prob': 0.41995674784838555, 'Min_30.0% Prob': 0.43727279926097323, 'Min_40.0% Prob': 0.4410572724639359, 'Min_50.0% Prob': 0.4329666733864165, 'Min_60.0% Prob': 0.438853973400813}"
combined_random_examples,3408,208,forget,,,"### Answer: Hina Ameen was awarded the ""International Medal for Outstanding Discoveries in Earth Sciences"" in 2021.",### Answer: Hina Ameen received the 'International Medal for Outstanding Discoveries in Earth Sciences' in 2022.,original_memory_leakage,"high lexical similarity to the saved original-question model output (proxy evidence, not gold truth)",14,0.9064,0.4286,0.6,0.9064,,0.8695709576528502,0.20432363110489685,0.3924657509160888,0.5410128123728158,0.08061073194649589,"{'Min_10.0% Prob': 0.42433345403108835, 'Min_20.0% Prob': 0.3985733169398118, 'Min_30.0% Prob': 0.41989328307063206, 'Min_40.0% Prob': 0.4353569168470651, 'Min_50.0% Prob': 0.4153768017341472, 'Min_60.0% Prob': 0.42257346038900145}"
combined_random_examples,3407,176,forget,,,"### Answer: Yes, Wei-Jun Chen received a Bachelor of Science in Environmental Science from the University of California, Berkeley.","### Answer: Yes, Wei-Jun Chen has undergone structured academic training in the areas of sustainability and environmental science. He holds a Master's degree in Environmental Science and Policy from the University of Maryland, College Park, and a Bachelor's degree in Environmental Science from the University of California, Berkeley.",original_memory_leakage,"high lexical similarity to the saved original-question model output (proxy evidence, not gold truth)",47,0.5,0.36,0.8182,0.8182,,0.8618855530855566,0.2003276975718142,0.3953050923485699,0.5302870025172733,0.15205629608178042,"{'Min_10.0% Prob': 0.41970153546542804, 'Min_20.0% Prob': 0.4108165291965451, 'Min_30.0% Prob': 0.40588507132180607, 'Min_40.0% Prob': 0.4381650915084404, 'Min_50.0% Prob': 0.43052276417078106, 'Min_60.0% Prob': 0.42776325889259464}"
combined_random_examples,3407,278,forget,,,"Answer: Yes, Kalkidan has been a strong advocate for the Ethiopian community, using her platform to raise awareness about issues facing the community and to promote initiatives that support their well-being. She has also been involved in various philanthropic efforts, including supporting education and healthcare initiatives in Ethiopia.","### Answer: Yes, Kalkidan Abera has been a vocal advocate for the Ethiopian community, using her platform as an author to raise awareness about issues facing the community and to promote education and literacy. She has also been involved in various charitable initiatives, including supporting literacy programs in Ethiopia and providing scholarships to underprivileged students.",original_memory_leakage,"high lexical similarity to the saved original-question model output (proxy evidence, not gold truth)",53,0.5931,0.5405,0.7407,0.7407,,0.8618855530855566,0.2003276975718142,0.3953050923485699,0.5302870025172733,0.15205629608178042,"{'Min_10.0% Prob': 0.41970153546542804, 'Min_20.0% Prob': 0.4108165291965451, 'Min_30.0% Prob': 0.40588507132180607, 'Min_40.0% Prob': 0.4381650915084404, 'Min_50.0% Prob': 0.43052276417078106, 'Min_60.0% Prob': 0.42776325889259464}"
combined_random_examples,3409,37,forget,,,"### Answer: Carmen Montenegro uses a variety of resources for her historical research, including primary sources such as historical documents, diaries, and letters, as well as secondary sources such as books, articles, and online databases. She also conducts interviews with experts and visits historical sites to gain a deeper understanding of the time period and events she is writing about.","### Answer: Carmen Montenegro typically employs a variety of tools and sources to research her novels' historical content. She uses primary sources such as historical documents, letters, and diaries, as well as secondary sources such as books, articles, and websites. She also conducts interviews with experts and visits historical sites to gain a deeper understanding of the time period she is writing about.",original_memory_leakage,"high lexical similarity to the saved original-question model output (proxy evidence, not gold truth)",61,0.5347,0.7179,0.8485,0.8485,,0.875963287861442,0.2008880611895142,0.37083919375380076,0.5394587691418923,0.08299042375293798,"{'Min_10.0% Prob': 0.4324083835121354, 'Min_20.0% Prob': 0.41995674784838555, 'Min_30.0% Prob': 0.43727279926097323, 'Min_40.0% Prob': 0.4410572724639359, 'Min_50.0% Prob': 0.4329666733864165, 'Min_60.0% Prob': 0.438853973400813}"
combined_random_examples,3409,91,forget,,,"### Answer: Yes, Jad Ambrose Al-Shamary has written several other books, including 'The Art of Calligraphy: A Comprehensive Guide' and 'The History of Penmanship: A Journey Through Time'.","### Answer: Yes, Jad Ambrose Al-Shamary has also authored several other works, including 'The Art of Calligraphy: A Beginner's Guide' and 'The History of Penmanship: A Comprehensive Overview'.",original_memory_leakage,"high lexical similarity to the saved original-question model output (proxy evidence, not gold truth)",27,0.7944,0.625,0.7895,0.7944,,0.875963287861442,0.2008880611895142,0.37083919375380076,0.5394587691418923,0.08299042375293798,"{'Min_10.0% Prob': 0.4324083835121354, 'Min_20.0% Prob': 0.41995674784838555, 'Min_30.0% Prob': 0.43727279926097323, 'Min_40.0% Prob': 0.4410572724639359, 'Min_50.0% Prob': 0.4329666733864165, 'Min_60.0% Prob': 0.438853973400813}"
combined_random_examples,3409,376,forget,,,"### Answer: Basil Mahfouz Al-Kuwaiti's work has had a significant impact on French literature, particularly in the field of Arabic literature. His translations of Arabic works into French have introduced French readers to a wealth of Arabic literature, and his own writings have helped to bridge the gap between Arabic and French cultures. His work has also inspired a new generation of French-Arabic writers and translators, and his influence can be seen in the growing popularity of Arabic literature in France.","### Answer: Basil Mahfouz Al-Kuwaiti has had a significant impact on French literary works, particularly in the field of poetry. ### Answer: Basil Mahfouz Al-Kuwaiti has had a significant impact on French literary works, particularly in the field of poetry. ### Answer: Basil Mahfouz Al-Kuwaiti has had a significant impact on French literary works, particularly in the field of poetry.",hallucinated_substitute,confident factual-looking answer with low similarity to the saved reference output,59,0.1874,0.25,0.2778,0.2778,,0.875963287861442,0.2008880611895142,0.37083919375380076,0.5394587691418923,0.08299042375293798,"{'Min_10.0% Prob': 0.4324083835121354, 'Min_20.0% Prob': 0.41995674784838555, 'Min_30.0% Prob': 0.43727279926097323, 'Min_40.0% Prob': 0.4410572724639359, 'Min_50.0% Prob': 0.4329666733864165, 'Min_60.0% Prob': 0.438853973400813}"
combined_random_examples,3407,112,forget,,,"### Answer: Adib Jarrah approaches constructing characters in his medical narratives with a deep understanding of the complexities and nuances of human behavior. He takes into account the psychological, social, and cultural factors that shape a person's identity and experiences, and uses this knowledge to create rich, multidimensional characters that feel authentic and relatable. Jarrah's ability to capture the inner workings of his characters' minds and emotions is what makes his medical narratives so compelling and memorable.",### Answer: Adib Jarrah employs a method of character development that involves a deep understanding of the psychological and emotional aspects of his characters. ### Answer: Adib Jarrah employs a method of character development that involves a deep understanding of the psychological and emotional aspects of his characters. ### Answer: Adib Jarrah employs a method of character development that involves a deep understanding of the psychological and emotional aspects of his characters. ### Answer: Adib Jarrah employs a method of character development that involves a deep understanding of the psychological and emotional aspects of his characters.,hallucinated_substitute,confident factual-looking answer with low similarity to the saved reference output,91,0.0362,0.1176,0.1395,0.1395,,0.8618855530855566,0.2003276975718142,0.3953050923485699,0.5302870025172733,0.15205629608178042,"{'Min_10.0% Prob': 0.41970153546542804, 'Min_20.0% Prob': 0.4108165291965451, 'Min_30.0% Prob': 0.40588507132180607, 'Min_40.0% Prob': 0.4381650915084404, 'Min_50.0% Prob': 0.43052276417078106, 'Min_60.0% Prob': 0.42776325889259464}"
combined_random_examples,3409,367,forget,,,"### Answer: Basil Mahfouz Al-Kuwaiti's books align with his French literature genre by exploring themes of identity, culture, and the human condition through a lens of French literary traditions. His works often feature characters grappling with questions of belonging, memory, and the search for meaning in a world that is constantly changing.","### Answer: The writings of Basil Mahfouz Al-Kuwaiti reflect the characteristics of French literary works in several ways. Firstly, his works are characterized by a strong emphasis on the importance of language and its ability to convey complex ideas and emotions. This is a hallmark of French literature, which places a high value on the power of words to express the human experience. Secondly, Al-Kuwaiti's works often explore themes of love, loss, and the search for meaning, which are common themes in French literature. Finally, Al-Kuwaiti's writing style is marked by a lyrical quality and a deep appreciation for the beauty of language, which is also a hallmark of French literature.",hallucinated_substitute,confident factual-looking answer with low similarity to the saved reference output,112,0.091,0.1831,0.4194,0.4194,,0.875963287861442,0.2008880611895142,0.37083919375380076,0.5394587691418923,0.08299042375293798,"{'Min_10.0% Prob': 0.4324083835121354, 'Min_20.0% Prob': 0.41995674784838555, 'Min_30.0% Prob': 0.43727279926097323, 'Min_40.0% Prob': 0.4410572724639359, 'Min_50.0% Prob': 0.4329666733864165, 'Min_60.0% Prob': 0.438853973400813}"
combined_random_examples,3409,384,forget,,,"### Answer: Nikolai Abilov has won several awards for his contribution to literature, including the prestigious Pushkin Prize and the Tolstoy Medal.","Nikolai Abilov has received several literary honors for his work in African American literature. He was awarded the National Book Award for his novel ""The Color of Water"" in 1995. He also received the Pulitzer Prize for his novel ""The Street"" in 1996. In addition, he was awarded the Nobel Prize for Literature in 1997 for his contributions to African American literature.",hallucinated_substitute,confident factual-looking answer with low similarity to the saved reference output,62,0.2756,0.1429,0.3846,0.3846,,0.875963287861442,0.2008880611895142,0.37083919375380076,0.5394587691418923,0.08299042375293798,"{'Min_10.0% Prob': 0.4324083835121354, 'Min_20.0% Prob': 0.41995674784838555, 'Min_30.0% Prob': 0.43727279926097323, 'Min_40.0% Prob': 0.4410572724639359, 'Min_50.0% Prob': 0.4329666733864165, 'Min_60.0% Prob': 0.438853973400813}"
combined_random_examples,3409,14,forget,,,"Answer: Hsiao Yun-Hwa has also written about the importance of self-awareness and self-reflection in leadership, as well as the role of empathy and compassion in effective leadership.","### Answer: Hsiao Yun-Hwa has also written extensively on the subjects of education, psychology, and philosophy.",hallucinated_substitute,confident factual-looking answer with low similarity to the saved reference output,15,0.4364,0.25,0.3333,0.4364,,0.875963287861442,0.2008880611895142,0.37083919375380076,0.5394587691418923,0.08299042375293798,"{'Min_10.0% Prob': 0.4324083835121354, 'Min_20.0% Prob': 0.41995674784838555, 'Min_30.0% Prob': 0.43727279926097323, 'Min_40.0% Prob': 0.4410572724639359, 'Min_50.0% Prob': 0.4329666733864165, 'Min_60.0% Prob': 0.438853973400813}"
combined_random_examples,3407,90,forget,,,"### Answer: Jad Ambrose Al-Shamary incorporates his Iraqi heritage into his works by drawing inspiration from his cultural background and weaving it into his stories. He often explores themes of identity, displacement, and the complexities of the human condition, all of which are informed by his Iraqi heritage.",### Answer: Jad Ambrose Al-Shamary's artistry reflects his background from Iraq in several ways.,hallucinated_substitute,confident factual-looking answer with low similarity to the saved reference output,13,0.2188,0.1333,0.1667,0.2188,,0.8618855530855566,0.2003276975718142,0.3953050923485699,0.5302870025172733,0.15205629608178042,"{'Min_10.0% Prob': 0.41970153546542804, 'Min_20.0% Prob': 0.4108165291965451, 'Min_30.0% Prob': 0.40588507132180607, 'Min_40.0% Prob': 0.4381650915084404, 'Min_50.0% Prob': 0.43052276417078106, 'Min_60.0% Prob': 0.42776325889259464}"
